,0
190,22717.45083499884
191,26116.87392962901
192,19969.05158644242
193,15474.527958969993
194,15573.147531653016
195,17333.45826559824
196,18758.674564310157
197,21854.25916622951
198,21874.908494087173
199,22119.585503824088
200,21275.01857642282
201,21131.683621449432
202,21995.78608670766
203,24717.014084009374
204,27339.516301530617
205,26273.925781389193
206,26767.98566941948
207,29376.14583723403
208,24629.199983991308
209,23210.283949288743
210,25858.10590515263
211,27436.44635061497
212,30571.677056278033
213,28052.667689719878
214,24006.629589490523
215,16122.193479177335
216,3163.2074225396937
217,11377.494176045973
218,10708.774188064946
219,17101.212650497775
220,20670.086324372005
221,29477.05927264916
222,37270.13492820354
223,51115.812247459326
224,47231.90593141238
225,43902.60937183986
226,51140.97082223875
227,69247.26257485144
228,99266.46698438599
229,99970.88583923312
230,99980.58998551372
231,93987.36686707694
232,92995.19590770405
233,85929.61144801053
234,92921.15998889046
235,99994.07978992086
236,99580.11768098662
237,99682.0510186034
238,90625.30302270823
239,98203.87752365411
240,70212.45291621379
241,56419.897930567895
242,41672.8657710884
243,11275.313275750896
244,7810.529833218338
245,6364.663688047271
246,7407.194384085255
247,7434.28257550956
248,9630.885650782335
249,7973.8358239139625
250,7319.622179453627
251,7090.948150552707
252,6051.993513721679
253,6298.10950430769
254,5394.220721755302
255,5339.277285850727
256,6020.547801662113
257,7136.125251238154
258,5858.248301646224
259,5382.026722472792
260,3870.391395499885
261,4735.909594628372
262,4618.93607131408
263,4910.855273772857
264,7707.235668777224
265,8576.466966046415
266,7446.558878400107
267,6097.64590506546
268,7020.710710845135
269,7704.045522287991
270,9266.24861654332
271,9144.291488053452
272,8212.46143733355
273,7781.13882350231
274,8473.804490950366
275,9970.902332464599
276,7726.371461338273
277,4506.318520973596
278,4367.180026362279
279,4680.375052991632
280,4885.3682148608505
281,4909.747424457919
282,6468.821652413967
283,6699.007119322455
284,5371.163866843593
285,6173.797238538857
286,5855.580860974913
287,4702.047937741285
288,5556.480304856529
289,8310.567268990922
290,8526.456212374718
291,11092.055720729279
292,10733.286491564173
293,10333.262689261606
294,11477.718643396754
295,11988.003309500635
296,13456.379714969515
297,14737.70467826102
298,16404.840300780757
299,19143.031704163004
300,13847.714038130684
301,13467.615468088132
302,14052.169943546276
303,13305.097587098042
304,13849.14158111379
305,12565.567597326293
306,14057.472544006141
307,15772.906923941804
308,17714.165099050246
309,18684.663720888944
310,20850.85153707382
311,23423.621106836454
312,24620.070643652936
313,26395.790002241432
314,31009.87159618854
315,25588.62227560071
316,25398.397163441517
317,24363.578638959174
318,18638.64433724425
319,11010.956785064103
320,11219.390266379844
321,8579.151473477197
322,2043.4121341753773
323,7282.2420418305
324,10355.922623086957
325,13368.215370795024
326,13635.774445679217
327,11605.340895610592
328,13362.636089526502
329,11082.438506455
330,14055.951149644377
331,15492.515118399999
332,18034.548830286232
333,19947.242399518356
334,17273.617104109282
335,14805.038262955339
336,12409.107879953757
337,8468.070598093587
338,6886.730977910103
339,5237.837983951323
340,7512.51945573831
341,5937.863101545877
342,7376.072105688025
343,4755.878577974848
344,6620.573354314221
345,5844.746779360879
346,4948.5516745960285
347,5610.91307667082
348,5493.31227962782
349,7593.706114411073
350,6997.6044026805575
351,7323.739615096203
352,7680.218912911854
353,7160.929322963451
354,5956.293535199964
355,5088.048425302342
356,6288.182549285133
357,9124.295542370703
358,12024.439288360358
359,12186.97149528739
360,12267.980697506804
361,12630.759250624193
362,12946.184496701693
363,14180.871355192909
364,12908.168851425782
365,13456.92498690411
366,10359.772976789318
367,11194.601707620444
368,11491.949062085801
369,13979.963776480643
370,14594.822826589978
371,14983.897977712479
372,17614.950898994455
373,19697.69665975903
374,21545.568885204026
375,19926.01919834802
376,19478.928754961915
377,22100.467360078404
378,23657.39812313005
379,26806.817800426747
380,29921.660438857478
381,24007.372198445166
382,21164.831767629774
383,24677.46721854037
384,23170.769066295205
385,23024.45228517376
386,20388.001802163726
387,21491.02925238538
388,18409.574356534475
389,14297.130380938748
390,9160.162418368232
391,10270.988357859407
392,8637.81231112559
393,8220.845453590591
394,8677.78582309991
395,9670.683022323574
396,9493.882682072825
397,10616.057379294138
398,12367.755414305751
399,10508.684715976698
400,5135.150634318149
401,5340.251913937508
402,3592.6896459593463
403,4227.765682453131
404,2534.2843424231896
405,3225.3754973261466
406,3995.736178665282
407,5869.130920916059
408,5211.974149561484
409,6863.161719280857
410,8984.085531503919
411,8387.165176922808
412,10706.411133389858
413,7718.733653946282
414,4779.734187566728
415,2028.268428183711
416,885.5606352757151
417,3212.8685596130135
418,4482.119406043508
419,3783.1055666022376
420,2117.672061465379
421,1548.4415013651073
422,5963.617312196283
423,7677.471850164598
424,8821.240887161797
425,9322.800425907799
426,8919.046556447847
427,6131.438582891609
428,4483.031397584562
429,2794.734660834961
430,58.04996734383303
431,15044.834515237793
432,20525.918807792586
433,19860.167436875265
434,21413.191172512034
435,18500.059155199142
436,15810.90293404319
437,12103.36195447405
438,7416.158411993192
439,7378.21790646783
440,7151.783226346714
441,4977.514429597425
442,2906.2000047686333
443,506.70287288874863
444,1661.0128564835725
445,3042.8810828855467
446,6343.066805117569
447,12595.9227587085
448,16748.97998924
449,13935.173184783218
450,14286.325827678162
451,16388.187895110717
452,16250.830288340594
453,16517.93046174731
454,14927.954357019064
455,14003.146572490663
456,14943.099039680237
457,16721.11907645456
458,15436.163238443809
459,13826.746359604407
460,13589.54414263521
461,14521.05254344633
462,13922.193241849724
463,12503.015579367284
464,9754.54726532416
465,9485.07369949396
466,10155.995137816046
467,11243.858770989507
468,11474.696011454522
469,11807.13807211286
470,12903.98552943138
471,15900.359964273055
472,14541.666515224348
473,18691.379755735175
474,21389.178573099638
475,27056.88394985674
476,27388.713499049583
477,30905.005874933322
478,33420.62145362397
479,28266.055237189667
480,15558.096990056547
481,16011.883664666326
482,14066.805306340653
483,18253.961366752184
484,19959.661082839677
485,17692.096989620786
486,22121.75111629235
487,23809.643124369624
488,28544.9684660908
489,28079.22738319539
490,32892.45781399279
491,29515.74903137127
492,29453.84243046419
493,31855.04952364463
494,29110.699281509722
495,28978.001843721868
496,23521.156295388028
497,23051.280076072402
498,20316.18119358457
499,18966.53713051453
500,19797.715763076565
501,19679.248290828313
502,18427.84151936899
503,18675.102715941637
504,17563.42531312775
505,19010.707952976132
506,15622.899610029881
507,18280.129282166046
508,15849.28059337348
509,18027.507867142987
510,21463.383686571673
511,21652.364032277652
512,21810.837542131463
513,22563.628635086447
514,24966.692799656787
515,25403.798669769487
516,20973.793270386763
517,20515.481415479742
518,20424.965656846864
519,19791.717390515383
520,18782.18348632711
521,16810.65375259872
522,17165.244336787506
523,18220.94127631639
524,15630.592573657977
525,11479.69228370481
526,8424.792805677838
527,1915.779007009657
528,5862.197058960203
529,5041.599259271184
530,3639.868078666537
531,290.6441944405565
532,14959.54124467854
533,33336.76856091738
534,40253.057042619366
535,47445.69906350713
536,44160.37824948838
537,48510.293711882616
538,52053.8001673226
539,59190.368283058364
540,64891.98384422169
541,61062.73894439803
542,69885.9225584293
543,64340.19566211645
544,72873.41923303882
545,84033.92175207485
546,96044.32856830728
547,82089.96415215712
548,77154.95683803422
549,72025.87092891835
550,69952.63428366199
551,61395.5891533621
552,58120.51092099358
553,54940.2498516853
554,58276.22938720327
555,66182.04061246438
556,64798.8795569083
557,58540.21700610039
558,65317.993271973246
559,78129.03298130952
560,87092.19626228615
561,87557.46872566361
562,92600.88436852871
563,78941.65858044365
564,95790.02737045022
565,99735.92226224595
566,99334.72345893852
567,99755.70563968005
568,95107.83652954269
569,99927.87007666353
570,94485.3995372119
571,99981.30398065482
572,87260.7647944929
573,66212.73746199223
574,30942.77873984285
575,63578.82961942655
576,99542.55100368454
577,98960.28419833178
578,80348.03075377205
579,45724.69083962347
580,92179.52177502643
581,99760.96120722868
582,98456.86224334099
583,99755.80062948482
584,90275.88913511539
585,88590.04380967337
586,90438.74398563872
587,91674.85744521764
588,92500.45134253877
589,83178.39226197638
590,99541.07234714915
591,93697.95377601725
592,99935.66468210315
593,99689.69033254994
594,94404.87967276968
595,89321.77500272557
596,88700.33442522987
597,83621.65177473091
598,75145.46571598195
599,64627.029510360066
600,72953.69330296606
601,70224.32131451575
602,65307.94518948362
603,56927.86135230686
604,48885.60552618271
605,48151.14799313809
606,48554.77447834409
607,44956.268255881034
608,42548.27363586671
609,38466.0330050391
610,38403.74054077289
611,35158.68222102232
612,37179.68257556674
613,43128.078612060126
614,42163.415986125525
615,44502.986822950035
616,40684.680713936374
617,38661.28939118016
618,41521.69472740932
619,40337.873934236486
620,40477.07751328474
621,43178.82186479397
622,45952.1313543801
623,52245.73404508996
624,48975.762023099865
625,56987.547618111705
626,70384.89741314
627,65669.69209770781
628,61639.24960358396
629,57470.231634769
630,61714.19143172584
631,62878.39417096198
632,65684.77499149714
633,63489.43514409055
634,68817.23887257506
635,66561.86734459974
636,64553.6977758243
637,58735.94003841463
638,52210.850357149175
639,38167.41072914172
640,26988.980124152393
641,23694.914658758706
642,23988.823643430118
643,22115.578661756877
644,18229.118789943783
645,16109.278625092564
646,15273.11735833792
647,12914.459465083615
648,6975.4550823187465
649,1915.4283574012738
650,5474.162107889371
651,4976.090329276575
652,9322.905631066855
653,4536.407276170157
654,15199.469340309179
655,30915.336248278687
656,53541.413499633316
657,40219.510293445215
658,45290.19470857034
659,44656.709595981716
660,41577.83384957618
661,40430.57600479632
662,41611.22211827157
663,37306.807143682156
664,33588.2761874161
665,24280.873849098167
666,28738.83057462498
667,25478.53866681566
668,31863.84800399115
669,34012.25032843369
670,42220.19107481326
671,45193.231459811555
672,48872.78607419885
673,55538.05147456883
674,48638.72142093771
675,58466.1260442555
676,69396.7852802277
677,69184.45674082964
678,69493.12565784133
679,65400.704924963116
680,60737.48349594768
681,54112.07452265605
682,49559.62897497871
683,43889.26171890004
684,45369.12627276565
685,53780.952654528635
686,54907.79060398841
687,55884.4740424391
688,60498.70420640715
689,52180.03380281504
690,45743.51449128614
691,46359.26122982208
692,46325.93902281691
693,39842.79468111617
694,24936.26505262955
695,24366.907036053803
696,24028.809860577217
697,24559.70455727854
698,21065.700177219285
699,22366.06597488033
700,23196.35266141156
701,21822.97619766166
702,18194.093803995347
703,19137.848008789562
704,18323.82271921761
705,17579.612654141136
706,19786.191728819304
707,21424.30142628402
708,25098.24809155372
709,24703.708871013223
710,22028.771727921732
711,21824.67124208242
712,15849.182225266017
713,23102.391054602907
714,38379.17943151524
715,20494.24496848409
716,41305.462696130955
717,44012.179203248925
718,46568.71675012169
719,52937.26447552547
720,65991.29181444371
721,63428.42082634801
722,66755.12958903598
723,67829.26332986004
724,71814.5529521834
725,75164.00197123847
726,72074.34592203284
727,78374.01991513511
728,74745.09991831733
729,70571.2098609431
730,72581.53866050112
731,68681.40601578557
732,75102.87869417414
733,95732.11872298793
734,99731.70801133777
735,99575.8715781161
736,99993.73007181939
737,95241.24867977508
738,88879.3634305886
739,97441.80060739671
740,99934.78616520157
741,99897.21572612536
742,89781.2685485415
743,85456.14578375121
744,68139.02774455157
745,76087.65482051116
746,74312.25357912133
747,70420.65363649806
748,63218.46920880536
749,60307.456087762155
750,58353.41615021076
751,48167.650550146864
752,29262.913031091262
753,1966.7188322422926
754,1226.4544418608657
755,7921.51136218851
756,2805.7947358048377
757,4579.943990439252
758,3518.7528240542365
759,4834.062915549306
760,1982.2991304257787
761,16029.157164898466
762,12546.886553731723
763,10709.346120049062
764,8012.035839069059
765,8865.47087705759
766,9143.837459467712
767,9046.46497832909
768,8076.341136495356
769,6188.592061860737
770,5383.307412213554
771,3659.079880412042
772,4497.92749730777
773,4879.468919047238
774,6951.355987198859
775,11768.041315255643
776,11442.041705352605
777,12839.260903125763
778,11967.865045348488
779,12101.686181831694
780,13221.253930661349
781,14638.365837085481
782,18115.040679390488
783,20325.72612585937
784,21106.389446915247
785,23128.699470888463
786,29552.467181324486
787,28822.338640309863
788,30092.851926566786
789,29249.62098293971
790,30304.538961051734
791,32093.453217667775
792,33212.10151020344
793,35271.112352650096
794,32331.420964216708
795,34462.06055934909
796,28232.251862782003
797,19032.648365958266
798,22508.739721100686
799,22131.907449595496
800,20287.247091123034
801,18073.85696987212
802,17055.712982748366
803,15022.598256412284
804,15120.20351097911
805,14950.133670553334
806,12136.093660265944
807,10572.9414341273
808,9900.9798386604
809,12630.677918151661
810,11716.126375109685
811,9198.92274051485
812,3388.0949124396975
813,9777.893603110853
814,15434.759693895943
815,22460.152362577748
816,21656.787448881903
817,19172.095821875202
818,19741.77458146373
819,19670.86139107952
820,20587.145731652392
821,22978.640506573814
822,20883.603037261146
823,18102.361242696454
824,20611.545300327554
825,20433.938313604107
826,19868.526514713314
827,19290.951146498668
828,21662.508178895932
829,21222.2191552922
830,22840.02646265314
831,20466.365281934894
832,22850.08283487851
833,24316.62811440266
834,22052.74024456768
835,23108.917530892293
836,20851.568555030248
837,19043.81693458225
838,16554.783752215444
839,17929.158375217692
840,17978.575634608445
841,18489.992476933396
842,19718.34361455476
843,20903.803185051136
844,20935.52581185579
845,20428.471731872276
846,22566.681226049775
847,22247.256847341116
848,19466.027902395268
849,22971.836289095776
850,20880.951153478127
851,20454.105294190857
852,19290.47581053863
853,17113.82869744343
854,20837.782450035033
855,22239.009072079636
856,23187.807713598795
857,24427.06430809918
858,23678.03383159104
859,25282.262417353333
860,25663.161481583753
861,28600.698188818686
862,29166.111160189266
863,29671.22088441493
864,31086.332011976087
865,31058.465914922086
866,27774.345206969818
867,31783.864162922262
868,25413.435725687832
869,14531.019278447427
870,20348.02129777589
871,19201.87401940853
872,21012.06071507293
873,20187.954559777114
874,20438.01153673187
875,19920.934547884364
876,17387.921926616596
877,13987.74221022347
878,14585.252099939478
879,15075.517527897448
880,14805.638085514369
881,14260.639816287276
882,14694.004857202479
883,14196.047346348127
884,13654.907257502882
885,13983.97224019782
886,16970.3628776904
887,20182.27923203814
888,29325.987368821585
889,23468.252698262004
890,22016.30789210395
891,24252.520653198953
892,22499.29051554569
893,16620.0818915696
894,17176.769708603795
895,17410.322844373313
896,16774.434454036687
897,15221.528297643245
898,15316.145205479366
899,8242.094786830403
900,17181.78384299246
901,12772.217578300804
902,12635.451560301051
903,12558.881866615851
904,10424.828410780956
905,13887.893960815516
906,12446.709074483066
907,10568.998383773158
908,9570.61057739934
909,4664.3071850189
910,12008.480177770409
911,15144.049154909699
912,26573.621608925157
913,19397.80824687298
914,43231.98070174234
915,40495.83318753258
916,37936.744643660815
917,33852.47913556763
918,36834.131671899944
919,35894.77326729402
920,39194.89540956295
921,45712.08566267357
922,49394.15158903926
923,57951.23710836235
924,59077.920572936375
925,52048.69317471365
926,65860.0389048347
927,55839.83001099563
928,63971.617453496816
929,63675.060567580644
930,62983.74556809302
931,60820.12819287344
932,57055.880971231
933,61760.8930680607
934,66498.28370508624
935,68916.70777371935
936,62455.44824653518
937,67252.9941102138
938,60124.86631772701
939,63061.80411314594
940,60704.25853841439
941,54780.001885157646
942,46021.96904353555
943,55636.620876110755
944,44535.5073230909
945,49803.97042237582
946,50536.17720529119
947,52562.16560796469
948,56987.74398203016
949,59466.496459508286
950,58605.603479187695
951,55255.05334726555
952,49549.97976186104
953,44263.8468079391
954,30735.869095018174
955,27222.5149522573
956,13831.116817074233
957,5630.533515714745
958,553.4059259195416
959,5129.493028329793
960,1334.4033425339135
961,251.24593590911877
962,8712.029458354658
963,9557.664442807974
964,13544.72243222257
965,11259.6730863796
966,8460.85211835237
967,4619.832342096543
968,4159.157908683342
969,15155.442856354024
970,14127.549348227076
971,18880.952798418395
972,26752.981145079677
973,27409.054928941816
974,35824.79732785544
975,47733.556672182254
976,51972.81515081236
977,52480.65482955907
978,49728.89070471797
979,57146.72148557732
980,51658.827989030404
981,56048.653970192565
982,60765.56985761457
983,66147.9192636494
984,69778.5466077392
985,61502.995679187945
986,58890.784645364845
987,54540.3865028046
988,62453.10698057187
989,64010.322684999475
990,72347.08495603864
991,58885.4442319834
992,60458.67066425336
993,69848.57528217944
994,63364.52946488421
995,77297.01050901331
996,77336.87534013508
997,68752.71401498998
998,70362.15597771519
999,67588.69560828959
1000,72819.8850307833
1001,64868.15583034639
1002,70184.4310125378
1003,84861.32348149868
1004,88730.88483803367
1005,89317.97061975641
1006,88158.31547698857
1007,98444.96250163783
1008,99711.09752966423
1009,98630.74278313998
1010,99878.51729080474
1011,93744.37258209086
1012,96074.64415028587
1013,99900.52353337557
1014,99218.56782605858
1015,99817.13476117456
1016,92381.3306654702
1017,90962.03187604184
1018,83097.30700630123
1019,79441.4111720863
1020,76544.36726198983
1021,83284.93484064928
1022,77947.40606835826
1023,80284.30942407946
1024,84826.04088137174
1025,76917.4985458111
1026,74154.49159955159
1027,78272.59514772086
1028,80016.46272323896
1029,90310.65167429854
1030,97823.43577843744
1031,99431.52594147132
1032,99627.3684311195
1033,99613.4309699748
1034,90997.35519402869
1035,83708.84536920954
1036,63504.14942748852
1037,67204.86162938336
1038,62495.04553159185
1039,52107.17191211349
1040,58951.376879265204
1041,39218.768921021016
1042,50895.380463280104
1043,41006.72750992291
1044,29005.529451378683
1045,26435.727128119193
1046,20910.892776024506
1047,22450.785477623685
1048,23586.237486820522
1049,23358.321547769447
1050,23795.790315281974
1051,22115.4412225946
1052,18469.462691342647
1053,18833.262318363526
1054,19615.134520524432
1055,18762.916890969595
1056,15684.723110554678
1057,20049.86925019774
1058,26168.945315389396
1059,34727.23562449133
1060,34539.24335526134
1061,36538.95298363373
1062,42446.15983914689
1063,39757.05028928405
1064,42309.04061456699
1065,39636.32262243531
1066,38554.37863064953
1067,36561.54458635483
1068,39118.4902614696
1069,33277.36773251246
1070,30213.303133025354
1071,35497.869251841534
1072,39896.25724712989
1073,38495.2109154177
1074,40998.43213163362
1075,44687.63464428441
1076,49162.63909767993
1077,56948.90159919374
1078,46845.32863321521
1079,60515.01640040596
1080,81509.93728141375
1081,99524.21467861063
1082,97554.35558100823
1083,99881.16046710547
1084,90425.3477906993
1085,88789.9208792367
1086,78177.30483371622
1087,83077.57471158143
1088,87965.46118980262
1089,97794.39190138814
1090,92186.00242043025
1091,99154.52188950809
1092,99933.51607372815
1093,98201.65770780446
1094,91842.3564251903
1095,88612.03840455109
1096,79954.03833897415
1097,83027.4390235594
1098,79622.10398350193
1099,86959.50511252401
1100,81601.53893099305
1101,69895.55238932067
1102,60626.37920136631
1103,64508.37172169389
1104,67431.72756904623
1105,74676.94075683138
1106,69115.29914446798
1107,71981.32980826873
1108,75478.01749997282
1109,82956.05525004625
1110,91486.47893067279
1111,98371.55508416091
1112,98576.44511200671
1113,99948.60685888962
1114,94710.57087559604
1115,79951.61346099636
1116,65740.3189898715
1117,49651.96216649086
1118,46889.480622387986
1119,32748.24673401723
1120,13000.017715519216
1121,683.1707626874265
1122,12007.26668088699
1123,10412.765789660898
1124,18186.37799134629
1125,17172.627675719028
1126,21836.465885762165
1127,26007.902766510015
1128,31700.789640645617
1129,33666.455790867956
1130,36121.485595971106
1131,35134.704939643154
1132,37789.36659620617
1133,46154.547377727715
1134,56670.94236131427
1135,57724.61334634823
1136,59588.3057623994
1137,64815.07476240531
1138,69922.36448355828
1139,70236.14657831987
1140,60568.93757923899
1141,38728.249424291345
1142,60937.75796209156
1143,64303.37398212167
1144,73928.4261823237
1145,69800.3384131035
1146,64544.702014260794
1147,71049.63788370209
1148,70929.6233898144
1149,74571.80992494832
1150,72526.67989152222
1151,77896.5524851903
1152,76031.85438983454
1153,75230.95905911872
1154,66072.32718196277
1155,71048.2577450894
1156,61141.59860257959
1157,42787.91765486734
1158,47128.880718395485
1159,50647.16088273413
1160,53545.37383050493
1161,55115.33699288638
1162,58801.44898412493
1163,51977.90017638683
1164,59898.83817611588
1165,52733.61719456824
1166,45461.95829452345
1167,45962.87275000323
1168,40731.18429069423
1169,44933.60439331436
1170,49385.118562554926
1171,51094.23410768835
1172,51920.153403513505
1173,50800.394201060335
1174,48656.055546615615
1175,49377.41029724379
1176,52849.06014043346
1177,48786.1277083425
1178,46759.6595538017
1179,48686.086937739754
1180,44891.47395769439
1181,45275.35973619805
1182,38982.406817858464
1183,42604.573190992574
1184,37164.08361886496
1185,35970.18678440552
1186,37212.31394667603
1187,35235.58488509236
1188,34506.536910376555
1189,32304.026975954726
1190,32859.4667907348
1191,36015.64614863075
1192,36664.056693650804
1193,36541.26905962514
1194,40330.017014664554
1195,41549.780693727116
1196,40657.65665956111
1197,42436.26816941981
1198,40434.9822151704
1199,37416.988492281715
1200,29276.304410826062
1201,27520.306887441235
1202,26425.980006560232
1203,25445.10392562543
1204,27100.080809701423
1205,26584.770026960094
1206,23664.38839503623
1207,22525.252549720346
1208,23149.489300471745
1209,23926.88991253115
1210,23223.325204689452
1211,21291.057362573276
1212,19375.538911965836
1213,20545.22277313697
1214,19457.74852048485
1215,21914.4633299074
1216,18780.37304488813
1217,18458.271857956173
1218,17328.95536302944
1219,17623.999551932782
1220,17224.11497926945
1221,18749.483731474083
1222,18929.404648794785
1223,18340.965072404542
1224,18966.631411043723
1225,18962.58588005816
1226,18625.50946553237
1227,18568.639570981428
1228,18576.901888566816
1229,19707.556428707052
1230,19075.823073171978
1231,20363.205950427673
1232,17940.069247167856
1233,20348.988053129036
1234,18363.061099475985
1235,16159.786433695252
1236,12404.59520288895
1237,14961.611145701307
1238,16078.65998340874
1239,19012.657109174397
1240,18186.112232473075
1241,17857.54214624257
1242,16820.218413090475
1243,15140.131853411453
1244,14172.34669803408
1245,12439.304597952667
1246,9247.332133275851
1247,5503.50371333426
1248,5318.756811448334
1249,7048.48610979954
1250,7967.666462822223
1251,7113.684937761113
1252,6307.1890512441005
1253,6215.995557990702
1254,7286.757756096364
1255,8321.571043140188
1256,9974.159206368467
1257,10564.836167756763
1258,8948.926670635587
1259,12520.125340853767
1260,18189.274145598756
1261,21070.47889481239
1262,23065.40236293371
1263,29784.63898598526
1264,23598.314689974388
1265,13374.31531564514
1266,1428.484271682616
1267,5002.89333209444
1268,10345.466888204697
1269,11872.633365303243
1270,15425.078326359873
1271,18557.140395890354
1272,16183.336809290115
1273,13336.069379796327
1274,16218.854560171641
1275,19999.588114904065
1276,20141.41347255832
1277,24543.208857147027
1278,20894.887046978107
1279,26750.150793773308
1280,19874.794684677214
1281,25348.155160019898
1282,40293.01042463265
1283,43862.7906239316
1284,39423.44473674836
1285,33865.893069346435
1286,29476.10548674951
1287,23307.749446109934
1288,19248.41327105665
1289,9150.449443612026
1290,9287.862543715106
1291,3918.8097425912306
1292,7322.220280190952
1293,7788.111276909184
1294,10576.26282040139
1295,16797.77167598713
1296,20852.925172796855
1297,15486.586398755835
1298,12502.3494733328
1299,13926.7644775825
1300,12348.660787484401
1301,13847.830446047474
1302,14815.197347343048
1303,15942.770387449493
1304,13995.634836741703
1305,17211.4911234682
1306,16976.948290879023
1307,17771.561190273373
1308,18952.331009225865
1309,18913.57177474523
1310,21424.373775496693
1311,19227.633729567
1312,15945.578077016851
1313,18873.359361638086
1314,14661.10853561405
1315,11974.0178193597
1316,11090.985073310258
1317,8418.892424151267
1318,8773.318355001244
1319,9768.43528728518
1320,10310.342226263829
1321,11736.114444064455
1322,10998.132281183465
1323,8666.34553443923
1324,7032.639980509466
1325,8976.897054817626
1326,3707.4552662888973
1327,9125.222281216667
1328,17721.233187529608
1329,25377.61498539464
1330,33078.0970769741
1331,41328.36492732261
1332,44434.27751579733
1333,54299.1507321152
1334,67033.96295715122
1335,93749.38168283374
1336,98864.52252960608
1337,99916.67660831494
1338,99989.4267081426
1339,99895.5993974393
1340,99285.12803562294
1341,99932.2282925828
1342,99279.20356751399
1343,99865.18868530523
1344,92344.90995247161
1345,73957.8841521461
1346,77173.98133795113
1347,73948.47463311713
1348,73225.27266464572
1349,65815.69751658912
1350,63434.36198551593
1351,59295.69203791524
1352,56155.809544230055
1353,46692.59426766361
1354,52070.7031015617
1355,66896.04119979472
1356,72372.42574253665
1357,79769.7756015527
1358,83070.10971898955
