,idx,btc,gold_inter,gold
139,139,87994.47361246998,4986.911279105236,4986.911279105236
140,140,99710.39269609086,4216.629179750515,4216.629179750515
141,141,96518.13129379104,2505.795670973881,2505.795670973881
142,142,98839.484564692,692.1850467836227,692.1850467836227
143,143,99576.25753552534,1923.5164627590475,1923.5164627590475
144,144,93352.49645140546,2734.927441406941,2734.927441406941
145,145,86812.7292282355,4931.020950985625,4931.020950985625
146,146,99770.96907437572,3568.1081257485453,3568.1081257485453
147,147,96684.51114577315,3207.79041033239,3207.79041033239
148,148,99988.35283333177,1483.040340527541,1483.040340527541
149,149,82849.01834936936,3421.624334882597,3421.624334882597
150,150,41184.13104372355,4724.315959365205,4724.315959365205
151,151,16593.53004234799,4913.847041058254,4913.847041058254
152,152,4583.600318187744,4820.1691671276285,4820.1691671276285
153,153,8004.504765302021,4439.92865811515,4439.92865811515
154,154,6486.249807517487,4991.122242529222,4991.122242529222
155,155,10684.617585456002,4933.994625698587,4933.994625698587
156,156,22654.512254232217,4980.672770876246,4980.672770876246
157,157,58123.44350755507,4980.303118053017,4980.303118053017
158,158,98470.40714266057,4995.848803171223,4995.848803171223
159,159,96507.92821642636,4963.89847143167,4963.89847143167
160,160,99864.41171911826,4994.270563900911,4994.270563900911
161,161,92518.43716600072,4998.037420019022,4998.037420019022
162,162,95463.89101149396,4995.376918027937,4995.376918027937
163,163,99080.3750187106,4585.657219525059,4585.657219525059
164,164,98787.92201668798,4401.130795101536,4401.130795101536
165,165,99280.62496726825,4598.199025736307,4598.199025736307
166,166,96711.76010661268,3697.405642127701,3697.405642127701
167,167,87329.4870511146,4981.666216105762,4981.666216105762
168,168,87444.51194830224,4146.643697477572,4146.643697477572
169,169,66350.8314859517,4989.5743331023805,4989.5743331023805
170,170,18055.712917421453,4685.547054522424,4685.547054522424
171,171,13441.09935895012,4901.248796505892,4901.248796505892
172,172,19997.04732944271,4725.246090898255,4725.246090898255
173,173,22091.760035662486,3998.1707774727342,3998.1707774727342
174,174,36305.75289526285,4193.095998414483,4193.095998414483
175,175,65915.81235581546,3770.371383555924,3770.371383555924
176,176,99483.4212837974,2858.5029557634216,2858.5029557634216
177,177,94905.27449982637,1949.0422116204284,1949.0422116204284
178,178,98124.6305419102,4396.98608860015,4396.98608860015
179,179,99150.24982325954,2250.9788563916677,2250.9788563916677
180,180,99240.4797944105,1558.3068429636403,1558.3068429636403
181,181,96729.07219889908,2363.350775639752,2363.350775639752
182,182,79895.74296286181,2719.3557970696247,2719.3557970696247
183,183,42269.73826390365,4565.343588115481,4565.343588115481
184,184,19195.82810109788,3528.5311288186767,3528.5311288186767
185,185,2923.268551836653,1208.4360972271948,1208.4360972271948
186,186,17928.549949750155,1655.1088730823285,1655.1088730823285
187,187,60317.19165019978,2499.913274581569,2499.913274581569
188,188,97220.18426397396,4985.1116796305305,4985.1116796305305
189,189,96495.16481274,4979.663890619698,4979.663890619698
190,190,99430.66065170048,3654.6371263186174,3654.6371263186174
191,191,99897.57466499171,3745.390102090889,3745.390102090889
192,192,99076.73811181606,3870.538048857728,3870.538048857728
193,193,92699.39297832652,3948.434490669261,3948.434490669261
194,194,81831.76951607865,3884.894938038487,3884.894938038487
195,195,88048.1638108887,4703.579023398621,4703.579023398621
196,196,99850.17256413602,4615.091916483707,4615.091916483707
197,197,99546.24767971608,4999.976362712529,4999.976362712529
198,198,99831.83502672326,4935.044286705956,4935.044286705956
199,199,90623.4597942687,4938.969362279565,4938.969362279565
200,200,73962.99987641751,4991.468173241373,4991.468173241373
201,201,58727.80986173522,4957.336385071639,4957.336385071639
202,202,61419.71234579577,4100.238992789521,4100.238992789521
203,203,53249.24136726582,4358.949659373233,4358.949659373233
204,204,56951.885506120816,3565.962024300118,3565.962024300118
205,205,39036.44608123053,2187.772842802123,2187.772842802123
206,206,45044.60290263628,1575.8846386831904,1575.8846386831904
207,207,12018.096488545594,1176.1026694058442,1176.1026694058442
208,208,3649.09241959559,1027.027865945942,1027.027865945942
209,209,25988.466980828653,1540.1585295120265,1540.1585295120265
210,210,78262.67756092688,1025.2157350114962,1025.2157350114962
211,211,57239.83758406616,616.9870693675604,616.9870693675604
212,212,76226.69310976945,2227.679798232812,2227.679798232812
213,213,98752.2927659021,4423.724325413715,4423.724325413715
214,214,99430.47405283788,4750.746362646547,4750.746362646547
215,215,99192.18651613902,4743.031225622528,4743.031225622528
216,216,90140.32740606472,4989.532697950714,4989.532697950714
217,217,99654.28153517505,4966.275380167786,4966.275380167786
218,218,99494.86853148024,4999.337497194536,4999.337497194536
219,219,99355.3359270386,4973.863818876101,4973.863818876101
220,220,99877.4066318751,4229.494206725381,4229.494206725381
221,221,98321.17284410469,4397.466742319761,4397.466742319761
222,222,83997.9629452206,4507.7076400225205,4507.7076400225205
223,223,65354.70860824103,4745.939560274516,4745.939560274516
224,224,36007.65025744106,4958.700394763042,4958.700394763042
225,225,13183.506198658562,4994.105860873935,4994.105860873935
226,226,12790.223905630895,4985.592532415407,4985.592532415407
227,227,7301.573476258323,4156.076325214741,4156.076325214741
228,228,392.2849111838052,4435.314805493764,4435.314805493764
229,229,7454.003139377294,4857.438324599193,4857.438324599193
230,230,9624.231807489396,4138.760931248398,4138.760931248398
231,231,16767.082731066508,2878.177885638953,2878.177885638953
232,232,35199.48561202939,455.5106793339546,455.5106793339546
233,233,99483.69525546754,1563.5002536220404,1563.5002536220404
234,234,89978.10640652609,1634.4952529927957,1634.4952529927957
235,235,43164.22868740939,1365.781613434803,1365.781613434803
236,236,15701.943342508192,590.557160508067,590.557160508067
237,237,17262.602402498025,1531.272834003511,1531.272834003511
238,238,779.4696484793229,1177.6570719054323,1177.6570719054323
239,239,4089.076187300362,1079.38899550734,1079.38899550734
240,240,12643.689918868278,317.4952650132774,317.4952650132774
241,241,31304.111397192253,3661.444596317053,3661.444596317053
242,242,77456.5744602617,1296.592383209828,1296.592383209828
243,243,97305.29288084104,1858.754861401308,1858.754861401308
244,244,99478.63235146368,631.1878458698922,631.1878458698922
245,245,95141.9030619018,682.5595169696114,682.5595169696114
246,246,99927.01505595286,4196.2656988534345,4196.2656988534345
247,247,91456.93624244422,4071.498482656458,4071.498482656458
248,248,99659.50782589657,4928.760438465911,4928.760438465911
249,249,92134.34175038584,4508.130201898037,4508.130201898037
250,250,70261.75779276334,2334.048972402598,2334.048972402598
251,251,51751.14886739295,4112.057467064887,4112.057467064887
252,252,66979.35765150894,4978.015939939423,4978.015939939423
253,253,56704.06885074511,3434.5898838770227,3434.5898838770227
254,254,59030.88974217681,332.4473021591534,332.4473021591534
255,255,53080.5144565932,1816.330889327115,1816.330889327115
256,256,53988.39501937621,4384.201447089995,4384.201447089995
257,257,44613.0929696697,4862.921417750201,4862.921417750201
258,258,32727.175971630662,4992.336710830181,4992.336710830181
259,259,32723.99230691043,4972.317730368884,4972.317730368884
260,260,25102.160357143428,4729.23347944756,4729.23347944756
261,261,3623.245420669921,3479.170448829075,3479.170448829075
262,262,8570.770654566926,525.2001847374898,525.2001847374898
263,263,33794.099705463566,3743.726803166545,3743.726803166545
264,264,35699.33017650496,4022.025409521504,4022.025409521504
265,265,25341.523854718995,4824.942629552508,4824.942629552508
266,266,16813.9096793833,4993.839145715228,4993.839145715228
267,267,14404.207991671505,4995.851788549409,4995.851788549409
268,268,1988.3853730002663,4988.2681774231805,4988.2681774231805
269,269,1226.889450608959,4614.966998999667,4614.966998999667
270,270,8647.888709670706,4103.689950475172,4103.689950475172
271,271,9820.308640851665,3244.2251710056053,3244.2251710056053
272,272,24013.83411327018,637.9506155712578,637.9506155712578
273,273,17428.889835991245,498.6023883633561,498.6023883633561
274,274,37216.7451578686,4787.864640993952,4787.864640993952
275,275,82852.94032958044,4833.586846258067,4833.586846258067
276,276,96821.99003554312,4846.942369897609,4846.942369897609
277,277,99706.75196727709,4960.48665832249,4960.48665832249
278,278,99869.42591519296,4959.792148700999,4959.792148700999
279,279,99347.67535614713,4882.60249613396,4882.60249613396
280,280,96046.43607854209,4565.766614932989,4565.766614932989
281,281,84736.84576174634,4993.639632193848,4993.639632193848
282,282,96962.02338283448,4564.347494047365,4564.347494047365
283,283,76089.83401157615,2787.755190937449,2787.755190937449
284,284,8369.5272125526,2564.1708055694257,2564.1708055694257
285,285,15362.91078775306,1306.4752192162482,1306.4752192162482
286,286,34441.43454954678,2029.0611140085523,2029.0611140085523
287,287,91172.20815381236,2794.4280665235383,2794.4280665235383
288,288,94294.05744729508,2190.2612493210568,2190.2612493210568
289,289,62023.34827384607,1245.837020438329,1245.837020438329
290,290,20726.921074285296,3867.786483608174,3867.786483608174
291,291,15091.91473639096,4734.985312478382,4734.985312478382
292,292,17546.436227282644,4687.767545394578,4687.767545394578
293,293,12638.752082999888,4593.077861969264,4593.077861969264
294,294,5610.30381473985,4194.590359716357,4194.590359716357
295,295,14673.621479265626,2588.445464991131,2588.445464991131
296,296,34339.644098571895,2807.261732971409,2807.261732971409
297,297,19913.591924172644,3195.15763863839,3195.15763863839
298,298,35168.55222829706,4184.304202089569,4184.304202089569
299,299,64608.45069222063,4953.437894047039,4953.437894047039
300,300,90864.44354341524,4978.660176306343,4978.660176306343
301,301,96709.31914150673,4490.786401557301,4490.786401557301
302,302,99360.36383057844,3847.78903655558,3847.78903655558
303,303,99649.08413265884,2716.6141159040253,2716.6141159040253
304,304,99127.04804561166,2728.921968347306,2728.921968347306
305,305,96451.672002237,1553.2774271341175,1553.2774271341175
306,306,99362.53035655362,1793.2240208554128,1793.2240208554128
307,307,92653.25060536948,113.85302387501874,113.85302387501874
308,308,88637.72686045498,370.0709195186452,370.0709195186452
309,309,84943.48990891184,446.0188379048692,446.0188379048692
310,310,78977.64985287377,170.9382476788637,170.9382476788637
311,311,77937.84645850128,3642.22542735286,3642.22542735286
312,312,73692.54650693022,4798.9462773328,4798.9462773328
313,313,65682.84451542476,4744.146945984945,4744.146945984945
314,314,61066.45366600469,4992.752706527022,4992.752706527022
315,315,65885.35378990695,4819.806769670702,4819.806769670702
316,316,67006.76878237768,4424.675273869704,4424.675273869704
317,317,69137.14265130243,3058.282714445078,3058.282714445078
318,318,65934.78734842353,275.82559451832634,275.82559451832634
319,319,60534.90195700065,4720.868076446683,4720.868076446683
320,320,56372.41408340044,3792.1739923735095,3792.1739923735095
321,321,52429.84268749296,4718.114425156012,4718.114425156012
322,322,44001.98648792637,4801.506050421242,4801.506050421242
323,323,55048.44655778199,4991.923182319555,4991.923182319555
324,324,90193.25685049652,4976.772098038844,4976.772098038844
325,325,97037.55925738676,4687.838410007978,4687.838410007978
326,326,99607.4460255356,4985.252990481721,4985.252990481721
327,327,99726.69075748434,4658.743084726828,4658.743084726828
328,328,98703.98595101804,4973.093255180301,4973.093255180301
329,329,99565.0347808928,4888.735539547516,4888.735539547516
330,330,93450.77430127304,4990.034532130721,4990.034532130721
331,331,84803.81492921386,4980.172499883922,4980.172499883922
332,332,95435.76049182116,4253.171503312228,4253.171503312228
333,333,91078.3945239254,3592.0465441206075,3592.0465441206075
334,334,84380.23713054281,3606.1498342573136,3606.1498342573136
335,335,58087.07338321559,3403.395330670182,3403.395330670182
336,336,11795.251562902553,2826.6236834778383,2826.6236834778383
337,337,16653.66235969738,2142.744519671921,2142.744519671921
338,338,46789.85073789112,2044.118176459781,2044.118176459781
339,339,97972.87658096084,958.8234146413896,958.8234146413896
340,340,90261.155709293,1165.8658603134272,1165.8658603134272
341,341,37062.43141968644,2223.5081728383334,2223.5081728383334
342,342,81041.09749743715,1733.2994119815742,1733.2994119815742
343,343,35470.35409991163,2024.7448658621672,2024.7448658621672
344,344,38816.79221361669,2976.8056601984204,2976.8056601984204
345,345,67705.77365474199,4924.549734688653,4924.549734688653
346,346,96815.15242094672,4648.271060775156,4648.271060775156
347,347,81921.04023052561,4011.07774947386,4011.07774947386
348,348,82727.92702204772,3150.730469936962,3150.730469936962
349,349,71843.07431422686,3435.292390601796,3435.292390601796
350,350,64479.74877952221,3175.1738342268814,3175.1738342268814
351,351,50235.641399911714,2766.743115583422,2766.743115583422
352,352,63471.43043935848,1869.902710865018,1869.902710865018
353,353,90886.76142596678,4870.295351347255,4870.295351347255
354,354,96153.4363333892,4927.928396142614,4927.928396142614
355,355,84643.4363036229,4889.344562038982,4889.344562038982
356,356,53306.67569255152,4534.155540581311,4534.155540581311
357,357,40977.03782701572,4304.340919099119,4304.340919099119
358,358,64714.53951959366,4091.9947224379166,4091.9947224379166
359,359,87988.25167623132,4078.1311078454673,4078.1311078454673
360,360,98353.87489187092,3438.091952976104,3438.091952976104
361,361,99366.54330408965,1536.7367878227303,1536.7367878227303
362,362,99246.16443515458,3703.317495292307,3703.317495292307
363,363,99700.0553159072,2960.752546861236,2960.752546861236
364,364,99864.64386570052,3467.3680383837604,3467.3680383837604
365,365,99621.548394441,4777.019154721278,4777.019154721278
366,366,89224.98953366742,4629.996403975615,4629.996403975615
367,367,79315.00652654776,3499.669257815091,3499.669257815091
368,368,70738.3364036383,3089.835817234584,3089.835817234584
369,369,61438.76931702428,3467.7792617476503,3467.7792617476503
370,370,50813.136654834496,3890.32665573518,3890.32665573518
371,371,23627.447864947582,4074.081175174255,4074.081175174255
372,372,6935.034998121277,3985.4433233599857,3985.4433233599857
373,373,12162.510321432605,4215.609918217565,4215.609918217565
374,374,21354.40972518416,4849.331935570704,4849.331935570704
375,375,39829.40184037601,4954.422808867296,4954.422808867296
376,376,53217.86425118039,4983.135264639738,4983.135264639738
377,377,69589.9107197752,4987.229857986401,4987.229857986401
378,378,98718.23737751716,4872.491113886978,4872.491113886978
379,379,95072.17162446828,4173.919703853576,4173.919703853576
380,380,99952.9982759815,3858.162626540215,3858.162626540215
381,381,99001.84469839852,2656.736203175012,2656.736203175012
382,382,99665.37425319516,3462.7276233620933,3462.7276233620933
383,383,94714.25703784233,3334.779340927921,3334.779340927921
384,384,96515.31175567184,3041.309508829165,3041.309508829165
385,385,99997.33818370244,2816.147258116171,2816.147258116171
386,386,93310.33858815258,2529.172387057672,2529.172387057672
387,387,85257.07507599908,2778.97228866655,2778.97228866655
388,388,88077.35241570727,2893.8930769704325,2893.8930769704325
389,389,80480.71936273949,3720.213419279256,3720.213419279256
390,390,84847.81849193976,3602.265635159043,3602.265635159043
391,391,98968.9674348649,3628.7562073143113,3628.7562073143113
392,392,99933.03680504304,3220.58544738968,3220.58544738968
393,393,99827.2996314145,3513.220448967275,3513.220448967275
394,394,99889.77658315098,4488.585465710971,4488.585465710971
395,395,99947.40951987253,4992.729524440555,4992.729524440555
396,396,94849.60230295146,4922.661320864334,4922.661320864334
397,397,71153.80110591034,4995.653765733428,4995.653765733428
398,398,12032.847725611562,4977.556697548682,4977.556697548682
399,399,14028.872499367482,4998.595279941052,4998.595279941052
400,400,12171.98225894931,4973.141844969904,4973.141844969904
401,401,12566.238259516746,4964.117167614408,4964.117167614408
402,402,13863.18710232206,4931.4820255959285,4931.4820255959285
403,403,18571.90413896046,4988.130060771736,4988.130060771736
404,404,21376.77735625652,4545.382706621334,4545.382706621334
405,405,28894.935738995588,4353.842036092267,4353.842036092267
406,406,48946.28370720535,4652.7542708026895,4652.7542708026895
407,407,35187.48351253305,4993.729568716232,4993.729568716232
408,408,45592.33467472791,4935.609068847409,4935.609068847409
409,409,39000.34246853064,4875.341182959605,4875.341182959605
410,410,20404.22407112137,4990.631714635,4990.631714635
411,411,5794.555301766318,4997.249677600134,4997.249677600134
412,412,13508.729490351288,4957.488269809919,4957.488269809919
413,413,2145.491596946659,4965.586876495901,4965.586876495901
414,414,2983.280322651571,3832.223365027328,3832.223365027328
415,415,4560.309506614053,2245.11576796748,2245.11576796748
416,416,6922.463611453519,2988.435654858299,2988.435654858299
417,417,7417.757855114327,4994.081533436863,4994.081533436863
418,418,9864.574658749949,4600.680142628848,4600.680142628848
419,419,10314.798816763274,4991.453916983426,4991.453916983426
420,420,10587.354349450738,4985.939002294517,4985.939002294517
421,421,10781.705270024702,4487.821377027853,4487.821377027853
422,422,12086.125244475636,4437.55414421108,4437.55414421108
423,423,16371.058490592302,4133.30493632333,4133.30493632333
424,424,11291.839160962576,4055.4488556569777,4055.4488556569777
425,425,21308.122861216656,3042.3627845538704,3042.3627845538704
426,426,44059.579413905136,3542.4174081531387,3542.4174081531387
427,427,84980.54550910047,1434.5422121632578,1434.5422121632578
428,428,98791.73984483189,2941.9113845428305,2941.9113845428305
429,429,98717.10126654744,1998.786269784155,1998.786269784155
430,430,99880.7551015964,2720.1567585301405,2720.1567585301405
431,431,94446.65900439718,2068.674114339868,2068.674114339868
432,432,77738.38499441661,943.1634173248666,943.1634173248666
433,433,34395.63751636191,4076.995206084917,4076.995206084917
434,434,14067.516806547408,4748.610465769501,4748.610465769501
435,435,12805.63960524745,4872.03826483203,4872.03826483203
436,436,26.62057121190609,4992.7731262115085,4992.7731262115085
437,437,9487.950412117369,4599.651694208931,4599.651694208931
438,438,4556.213028863099,4111.352306335697,4111.352306335697
439,439,17631.363924518544,3943.015732446797,3943.015732446797
440,440,51033.858569035714,3007.9054296621885,3007.9054296621885
441,441,83859.07808009285,1621.0692678521218,1621.0692678521218
442,442,91974.2506707784,3198.775167605764,3198.775167605764
443,443,99928.34792949156,4742.592791637884,4742.592791637884
444,444,99951.39431082392,4968.795539179842,4968.795539179842
445,445,98583.8577437712,4997.76976862849,4997.76976862849
446,446,99739.39054997134,4980.960215702193,4980.960215702193
447,447,98531.62645544775,4595.8417580897,4595.8417580897
448,448,90404.57627434896,4467.92833543653,4467.92833543653
449,449,83191.13944854599,4450.247506771614,4450.247506771614
450,450,68028.8811620211,4922.424330940921,4922.424330940921
451,451,69752.33804962877,4945.5282094700215,4945.5282094700215
452,452,54784.73658650154,4916.7003147789255,4916.7003147789255
453,453,59075.73323032333,4998.846640810784,4998.846640810784
454,454,76466.66105629785,4953.84925009706,4953.84925009706
455,455,99808.44602301078,4986.809741134136,4986.809741134136
456,456,99513.66121194468,4913.8476343485845,4913.8476343485845
457,457,98400.5729795396,4551.574020039082,4551.574020039082
458,458,88511.79133865553,3577.892923480861,3577.892923480861
459,459,99656.2268743099,2752.416241684326,2752.416241684326
460,460,63692.33962424964,1468.3573714905845,1468.3573714905845
461,461,12301.579177577729,963.7194155049234,963.7194155049234
462,462,11836.59285503164,2350.9659916333653,2350.9659916333653
463,463,8522.091218265417,4971.6351311943645,4971.6351311943645
464,464,11655.984729025817,4965.977682610813,4965.977682610813
465,465,22398.81719217613,4677.673296672232,4677.673296672232
466,466,57585.97602049973,4389.971455976104,4389.971455976104
467,467,23347.831484102546,4291.268924814176,4291.268924814176
468,468,13392.017559125185,4407.298554382492,4407.298554382492
469,469,11344.163073969648,4992.777977942007,4992.777977942007
470,470,4593.7540157315325,4977.372770032336,4977.372770032336
471,471,11218.127718492817,4915.8364207517,4915.8364207517
472,472,3269.507614758623,4996.041399331524,4996.041399331524
473,473,4636.403680155135,4984.064441290512,4984.064441290512
474,474,6367.675465382656,3903.8009424161537,3903.8009424161537
475,475,6271.367785983465,3220.2237827651884,3220.2237827651884
476,476,5623.40576232699,1843.8024645513049,1843.8024645513049
477,477,4840.862785254529,1172.886243613771,1172.886243613771
478,478,901.022022255778,4141.971237700754,4141.971237700754
479,479,17725.9246701362,4948.384537699295,4948.384537699295
480,480,71979.20557994017,2504.6841390666946,2504.6841390666946
481,481,54562.40819374454,4234.2367962629305,4234.2367962629305
482,482,11433.849463938452,4853.871378077691,4853.871378077691
483,483,17822.417536054578,4992.376438652796,4992.376438652796
484,484,5237.279039726741,4797.038585310721,4797.038585310721
485,485,1646.407186755352,4995.823767300936,4995.823767300936
486,486,6343.750005377538,4985.6795059191845,4985.6795059191845
487,487,19534.169563851592,4809.54748506676,4809.54748506676
488,488,47909.501412189406,4996.45474235744,4996.45474235744
489,489,99346.83453834412,4992.814280155777,4992.814280155777
490,490,99542.07156393849,4854.508636697465,4854.508636697465
