idx,gld
97,4966.548097584248
98,3500.717621324402
99,4963.909550614251
100,4846.747918094964
101,4976.1748101039275
102,4986.567398134617
103,4985.148785575956
104,4995.984021430714
105,4999.167646344224
106,4983.953352199871
107,4977.0528577019195
108,4989.936736061654
109,4660.402993206103
110,3610.814006392897
111,4007.577301714843
112,3625.822317503747
113,4297.0879138026
114,2722.4242199664427
115,3891.4367828981344
116,3751.1720839683126
117,4823.6203916946615
118,4780.265723722988
119,4974.600214270345
120,4191.492716999504
121,4619.36269409801
122,4965.987214827583
123,4951.172429268791
124,4984.545723359919
125,4873.130049585346
126,4777.065459731866
127,4143.503994213017
128,3070.99793740006
129,380.0141265354705
130,3497.1462964826806
131,1021.7436460751767
132,1845.3193306429362
133,3539.271943454138
134,3179.1755372131342
135,2776.0103884438367
136,3539.658210557051
137,4925.413798500666
138,4923.900008490733
139,4986.911279105236
140,4216.629179750515
141,2505.7956709738814
142,692.1850467836227
143,1923.5164627590473
144,2734.927441406941
145,4931.020950985625
146,3568.1081257485453
147,3207.79041033239
148,1483.040340527541
149,3421.624334882597
150,4724.315959365205
151,4913.847041058254
152,4820.1691671276285
153,4439.92865811515
154,4991.122242529222
155,4933.994625698587
156,4980.672770876246
157,4980.303118053017
158,4995.848803171223
159,4963.89847143167
160,4994.270563900911
161,4998.037420019022
162,4995.376918027937
163,4585.657219525059
164,4401.130795101536
165,4598.199025736307
166,3697.405642127701
167,4981.666216105762
168,4146.643697477572
169,4989.5743331023805
170,4685.547054522424
171,4901.248796505892
172,4725.246090898255
173,3998.1707774727342
174,4193.095998414483
175,3770.3713835559242
176,2858.5029557634216
177,1949.0422116204284
178,4396.98608860015
179,2250.9788563916673
180,1558.3068429636405
181,2363.350775639752
182,2719.3557970696247
183,4565.343588115481
184,3528.5311288186767
185,1208.4360972271948
186,1655.1088730823283
187,2499.913274581569
188,4985.1116796305305
189,4979.663890619698
190,3654.6371263186174
191,3745.390102090889
192,3870.5380488577275
193,3948.4344906692604
194,3884.8949380384865
195,4703.579023398621
196,4615.091916483707
197,4999.976362712529
198,4935.0442867059555
199,4938.969362279565
200,4991.468173241373
201,4957.336385071639
202,4100.238992789521
203,4358.949659373233
204,3565.9620243001186
205,2187.772842802123
206,1575.8846386831904
207,1176.1026694058442
208,1027.027865945942
209,1540.1585295120265
210,1025.2157350114962
211,616.9870693675604
212,2227.6797982328117
213,4423.724325413715
214,4750.746362646547
215,4743.031225622528
216,4989.532697950714
217,4966.275380167786
218,4999.337497194536
219,4973.863818876101
220,4229.494206725381
221,4397.466742319761
222,4507.7076400225205
223,4745.939560274516
224,4958.700394763042
225,4994.105860873935
226,4985.592532415407
227,4156.076325214741
228,4435.314805493764
229,4857.438324599193
230,4138.760931248398
231,2878.177885638953
232,455.51067933395467
233,1563.5002536220404
234,1634.4952529927955
235,1365.781613434803
236,590.557160508067
237,1531.272834003511
238,1177.6570719054325
239,1079.38899550734
240,317.4952650132774
241,3661.4445963170524
242,1296.5923832098279
243,1858.7548614013078
244,631.1878458698922
245,682.5595169696114
246,4196.2656988534345
247,4071.498482656458
248,4928.760438465911
249,4508.130201898037
250,2334.048972402598
251,4112.057467064887
252,4978.015939939423
253,3434.5898838770227
254,332.4473021591534
255,1816.330889327115
256,4384.201447089995
257,4862.921417750201
258,4992.336710830181
259,4972.3177303688835
260,4729.23347944756
261,3479.170448829075
262,525.2001847374898
263,3743.7268031665453
264,4022.0254095215037
265,4824.942629552508
266,4993.8391457152275
267,4995.851788549409
268,4988.2681774231805
269,4614.966998999667
270,4103.689950475172
271,3244.2251710056053
272,637.9506155712578
273,498.6023883633561
274,4787.864640993952
275,4833.586846258067
276,4846.942369897609
277,4960.48665832249
278,4959.792148700999
279,4882.60249613396
280,4565.766614932989
281,4993.639632193848
282,4564.347494047365
283,2787.755190937449
284,2564.1708055694257
285,1306.4752192162482
286,2029.0611140085523
287,2794.4280665235383
288,2190.2612493210568
289,1245.837020438329
290,3867.786483608174
291,4734.985312478382
292,4687.767545394578
293,4593.077861969264
294,4194.590359716357
295,2588.445464991131
296,2807.261732971409
297,3195.15763863839
298,4184.304202089569
299,4953.437894047039
300,4978.660176306343
301,4490.786401557301
302,3847.7890365555795
303,2716.6141159040253
304,2728.921968347306
305,1553.2774271341177
306,1793.2240208554128
307,113.85302387501874
308,370.0709195186452
309,446.0188379048692
310,170.9382476788637
311,3642.22542735286
312,4798.9462773328
313,4744.146945984945
314,4992.752706527022
315,4819.806769670702
316,4424.675273869704
317,3058.282714445078
318,275.82559451832634
319,4720.868076446683
320,3792.1739923735095
321,4718.114425156012
322,4801.506050421242
323,4991.923182319555
324,4976.772098038844
325,4687.838410007978
326,4985.252990481721
327,4658.743084726828
328,4973.093255180301
329,4888.735539547516
330,4990.034532130721
331,4980.172499883922
332,4253.171503312228
333,3592.0465441206075
334,3606.1498342573136
335,3403.395330670182
336,2826.6236834778383
337,2142.744519671921
338,2044.1181764597807
339,958.8234146413896
340,1165.8658603134272
341,2223.5081728383334
342,1733.2994119815742
343,2024.7448658621672
344,2976.8056601984204
345,4924.549734688653
346,4648.271060775156
347,4011.0777494738595
348,3150.730469936962
349,3435.292390601796
350,3175.1738342268814
351,2766.743115583422
352,1869.902710865018
353,4870.295351347255
354,4927.928396142614
355,4889.344562038982
356,4534.155540581311
357,4304.340919099119
358,4091.9947224379166
359,4078.1311078454673
360,3438.0919529761036
361,1536.7367878227305
362,3703.317495292307
363,2960.752546861236
364,3467.3680383837604
365,4777.019154721278
366,4629.996403975615
367,3499.669257815091
368,3089.835817234584
369,3467.7792617476503
370,3890.32665573518
371,4074.081175174255
372,3985.4433233599857
373,4215.609918217565
374,4849.331935570704
375,4954.422808867296
376,4983.135264639738
377,4987.229857986401
378,4872.491113886978
379,4173.919703853576
380,3858.162626540215
381,2656.736203175012
382,3462.7276233620933
383,3334.779340927921
384,3041.309508829165
385,2816.147258116171
386,2529.1723870576716
387,2778.97228866655
388,2893.8930769704325
389,3720.2134192792564
390,3602.265635159043
391,3628.7562073143113
392,3220.5854473896798
393,3513.220448967275
394,4488.585465710971
395,4992.729524440555
396,4922.661320864334
397,4995.6537657334275
398,4977.556697548682
399,4998.595279941052
400,4973.141844969904
401,4964.117167614408
402,4931.4820255959285
403,4988.130060771736
404,4545.382706621334
405,4353.842036092267
406,4652.7542708026895
407,4993.729568716232
408,4935.609068847409
409,4875.341182959605
410,4990.631714635
411,4997.249677600134
412,4957.488269809919
413,4965.586876495901
414,3832.2233650273274
415,2245.11576796748
416,2988.435654858299
417,4994.081533436863
418,4600.680142628848
419,4991.453916983426
420,4985.939002294517
421,4487.821377027853
422,4437.55414421108
423,4133.30493632333
424,4055.4488556569777
425,3042.3627845538704
426,3542.4174081531387
427,1434.5422121632578
428,2941.9113845428305
429,1998.786269784155
430,2720.1567585301405
431,2068.674114339868
432,943.1634173248666
433,4076.995206084917
434,4748.610465769501
435,4872.03826483203
436,4992.7731262115085
437,4599.651694208931
438,4111.352306335697
439,3943.015732446797
440,3007.9054296621885
441,1621.0692678521218
442,3198.775167605764
443,4742.592791637884
444,4968.795539179842
445,4997.76976862849
446,4980.960215702193
447,4595.8417580897
448,4467.92833543653
449,4450.247506771614
450,4922.424330940921
451,4945.5282094700215
452,4916.7003147789255
453,4998.846640810784
454,4953.84925009706
455,4986.809741134136
456,4913.8476343485845
457,4551.574020039082
458,3577.892923480861
459,2752.416241684326
460,1468.3573714905845
461,963.7194155049234
462,2350.9659916333653
463,4971.6351311943645
464,4965.977682610813
465,4677.673296672232
466,4389.971455976104
467,4291.268924814176
468,4407.298554382492
469,4992.777977942007
470,4977.372770032336
471,4915.8364207517
472,4996.041399331524
473,4984.064441290512
474,3903.8009424161537
475,3220.2237827651884
476,1843.8024645513046
477,1172.886243613771
478,4141.971237700754
479,4948.384537699295
480,2504.6841390666946
481,4234.2367962629305
482,4853.871378077691
483,4992.3764386527955
484,4797.038585310721
485,4995.823767300936
486,4985.6795059191845
487,4809.54748506676
488,4996.4547423574395
489,4992.814280155777
490,4854.508636697465
491,4719.641395164154
492,4972.872541242867
493,4967.487832633693
494,4795.842893276118
495,4247.431904865841
496,2547.494750136217
497,2311.1488585904676
498,294.41828478666423
499,1761.698512649098
500,997.520100203386
501,303.4021107278425
502,1109.9140201165897
503,1663.3020661755854
504,3085.64868717387
505,4879.849053256809
506,3514.3372462035127
507,4996.304240950926
508,4835.106319845181
509,4949.4422115348825
510,4720.316829077224
511,4987.819801974716
512,4967.405369236679
513,4998.558251140177
514,4310.1332278255695
515,4113.285633823867
516,4450.204707620155
517,4396.989131343062
518,4935.41874373699
519,3401.182591795813
520,4102.147618833249
521,4304.897395189399
522,4939.078459809583
523,4993.7879984293795
524,4998.583251173906
525,4983.09621501238
526,4997.05717278516
527,4430.709956938307
528,4993.798014312635
529,4971.7798734540165
530,4981.809481038341
531,4574.677383480918
532,3965.9834432007733
533,4363.363531805086
534,4309.283903498881
535,4089.081408449661
536,4781.622042904685
537,4907.534975668631
538,4984.990845090995
539,4955.179774498336
540,4541.7675195029005
541,3586.740466635479
542,2951.450924186517
543,1658.0916991001232
544,1055.2631862638714
545,1125.699971884737
546,963.5602409528514
547,871.9779039071855
548,38.27252917274534
549,1893.0480380025483
550,742.4161315777474
551,425.5854508944591
552,253.05557446704225
553,401.5860759518108
554,509.1112203528983
555,564.099743316467
556,232.6081334863085
557,61.37145713498198
558,932.420522275741
559,7.5449116240805525
560,2665.842855329949
561,4861.254326056922
562,4027.356470225872
563,4856.578989095493
564,4427.283902200413
565,2679.1056805993558
566,4948.2942601450695
567,4918.013156415169
568,4962.386959376916
569,4984.835090229535
570,4996.515076277174
571,4952.829426404621
572,4997.1965427514415
573,4908.07209355515
574,4965.895576633522
575,4730.370229137365
576,4348.417944386145
577,2603.6335223019846
578,4074.7899258184266
579,221.84075081609512
580,2322.280296135468
581,4646.017079199977
582,4957.900866094226
583,4624.620962750171
584,4456.684602980033
585,3826.560002342817
586,2609.3058434881023
587,316.0679339297548
588,1929.8713243816562
589,3521.3849559733017
590,4079.9885655196595
591,4989.48762600402
592,4942.008746814883
593,4950.605146988
594,4995.267041686593
595,4999.152648553414
596,4464.430420188436
597,3511.3059614172444
598,1304.3586626908912
599,816.0834393578609
600,2078.538787520875
601,1926.3666199024035
602,3451.527719775252
603,4160.263944326634
604,4907.101482515205
605,4844.3538827896755
606,4864.085159649569
607,4559.903376093281
608,3779.254991847105
609,3924.3308972799064
610,4345.023280491147
611,4869.282280089993
612,4168.449103568401
613,4606.71189070131
614,4992.749547690717
615,4184.745649374393
616,4768.303851856281
617,4982.071929348917
618,4923.460213753139
619,4875.174166495527
620,4986.684080744342
621,4996.827604150797
622,4977.671288187517
623,4674.6436435344485
624,3549.9960908842822
625,2946.3227753265114
626,846.8317634990383
627,2591.0721032236165
628,4988.091295550912
629,4377.6070449598665
630,2988.3742647427875
631,1492.2656508430236
632,1442.5507614402513
633,1967.626833182159
634,1706.5029971731722
635,1228.1872745835567
636,4079.3825494362463
637,1472.245415895027
638,343.74512737420815
639,1340.6771115764327
640,4073.873585692686
641,3274.0495098213487
642,1044.9549661617873
643,1117.0024142055768
644,1990.9328827740417
645,1373.1872695681302
646,2222.466835377333
647,885.6288088470453
648,2343.2171546882555
649,2987.272270923599
650,4984.769327044607
651,1508.7523956368293
652,1354.515390945683
653,978.3391247247475
654,695.1064832307394
655,765.5852848112615
656,1061.349112494953
657,2645.7016246758003
658,4984.214758928254
659,4681.166380345473
660,4852.398113678968
661,4985.136906405591
662,4935.699397783918
663,4984.643183719301
664,4962.9677124882555
665,4365.576266946819
666,3277.326673115209
667,2403.4929162350986
668,2433.5611807989035
669,3853.5532962457155
670,4880.000248445767
671,4712.506876271667
672,4965.19746984173
673,4951.6658760832
674,4995.181812654549
675,4880.738652700559
676,4981.1175508515435
677,4830.605119502511
678,4247.436672609516
679,3805.106666423673
680,2238.7530483393143
681,524.4808722134981
682,972.281326377536
683,181.5486160671176
684,4458.720598821844
685,4706.810328332895
686,4935.455585467351
687,4892.782171528611
688,4670.1413708096325
689,4972.357701799234
690,4760.865846082594
691,4999.7778903604485
692,4996.048304176963
693,4969.923348940721
694,4971.147633977897
695,4991.329911979095
696,4962.980998367439
697,4987.580939291817
698,4962.67457292655
699,4323.930519115303
700,4832.559490789688
701,4811.195902600662
702,4469.804115515719
703,4193.1494315476
704,4478.150547967766
705,4286.44509065623
706,4999.929179926909
707,4994.280759282877
708,4961.820617262345
709,4961.270977133987
710,4990.552771403037
711,4647.5281194453755
712,3232.337753349888
713,2170.425911643963
714,3557.689819513066
715,4969.2370743981755
716,4946.907367304146
717,4320.298087995058
718,1989.0239893671267
719,1979.412644289122
720,631.4187741813505
721,1083.4056843029998
722,579.780010770036
723,4196.326559501817
724,1916.1307935685104
725,2555.7235454733427
726,4912.03692539487
727,4764.806637350009
728,4969.705866797723
729,4849.648984030804
730,3944.3953840648164
731,2750.628303877207
732,1621.049492803395
733,3900.883218480456
734,1064.9741406115866
735,2862.0470253320063
736,1584.6730925927686
737,4408.0391058657515
738,1092.3840269525606
739,2949.7162020156884
740,3433.922280080215
741,4956.748042140643
742,4771.210073218492
743,4940.830688094942
744,4938.928776938524
745,4978.856581649655
746,4995.841123809289
747,4909.696174763831
748,4558.417040909413
749,3527.1302973936663
750,4604.072452408581
751,4982.583230251083
752,4800.028050340501
753,4964.296943273146
754,4773.5205581161335
755,4982.327486867641
756,4982.282449464621
757,4974.195303339838
758,4972.074592092842
759,4735.605913250783
760,4309.239114319174
761,4665.41192826791
762,4748.789922216427
763,3849.979785579922
764,519.7512587239504
765,1917.269926968917
766,2178.8047398841677
767,4659.031948643992
768,3389.715511665692
769,3406.539571751599
770,3670.008111868
771,4158.353509153595
772,4971.880876658504
773,4964.637962539583
774,4954.331134825205
775,3855.4309672456293
776,4834.544204033479
777,4869.267144160295
778,4783.733165229063
779,4999.661613934665
780,4935.903104285403
781,4526.034462420552
782,4997.557101455385
783,4928.102405587994
784,4964.9757892807775
785,4541.989423923779
786,2865.1755430252547
787,4512.510330097492
788,4931.5585205136795
789,4268.358004447016
790,4481.2316028136875
791,4801.288884361867
792,4991.684865460016
793,4921.257497139771
794,4997.737049530792
795,4946.568416620909
796,4960.313308224976
797,4955.303648763324
798,4700.841996532021
799,3749.0457656071644
800,3576.9059026322434
801,2190.492770351321
802,515.1332019876093
803,927.9748174520583
804,644.8402276571968
805,324.83288626257826
806,2723.7697934750654
807,4952.641311490251
808,2211.737268239006
809,3364.551800839984
810,4975.8283766158165
811,4645.552020306111
812,4886.232561757688
813,4975.422105596342
814,4394.766005510078
815,3737.9896395637834
816,4702.920381270165
817,3497.5890575245144
818,3133.547375815466
819,1815.7609245738274
820,1855.3226492940978
821,1201.3622999085123
822,1663.9604462439122
823,114.42747230677102
824,3594.9883909923146
825,4525.238759857589
826,4654.1865209835905
827,4977.670884964107
828,4808.790041774849
829,4954.852689002417
830,4954.437693745153
831,4163.217279261176
832,481.48406159949354
833,4681.84908724978
834,4671.911097961885
835,4840.503232442767
836,4958.484967282049
837,4912.536299304393
838,4635.196642733345
839,3776.226957157333
840,1977.8016239171166
841,4503.364807059057
842,4889.8438355750095
843,4854.402574965878
844,4999.940613746945
845,4998.010380397278
846,4963.52495621516
847,4853.27538704048
848,4998.244151469031
849,4634.821546170494
850,4034.9085083578993
851,1987.1231439200008
852,4165.666280393461
853,4813.339378033095
854,4978.8083026052545
855,4998.1168885646875
856,4973.215269721856
857,4997.445585194706
858,4998.0771220514525
859,4982.8463738725
860,4997.603481220491
861,4673.536492958873
862,4086.673319377195
863,4487.672114806901
864,4907.41992793347
865,4955.053349566557
866,4963.047281273736
867,4994.1832021437685
868,4957.384051427816
869,4996.803273305175
870,4994.524495717407
871,4991.703741292998
872,4987.53222082422
873,4998.27327689339
874,4943.052958462765
875,3969.475743660255
876,4958.907674490311
877,4963.732507150185
878,4842.151671547023
879,4818.9249535759245
880,4987.062929204275
881,4978.513854101163
882,4984.004089293959
883,4997.0260728350995
884,4973.646009638872
885,4911.338900173396
886,4999.659274794898
887,4967.817339128507
888,4619.583426429393
889,4341.907040552615
890,4304.478715903169
891,3711.0914568425483
892,3827.363732953212
893,4075.7959109393823
894,4161.4401623598
895,4374.551410728691
896,4825.733087006381
897,4918.544085799158
898,4906.929783039831
899,4969.51480084067
900,4974.635878810017
901,4991.88015496974
902,4333.650077684012
903,3667.1319312068563
904,4069.8425734317016
905,2699.1580870998328
906,73.93909552973582
907,3804.3556850635796
908,98.29269630879298
909,82.44795723240605
910,2564.824503144742
911,2728.0472570240645
912,4985.624356993509
913,3491.1192964129477
914,1989.5631947952547
915,1499.0293904518014
916,2172.036294074457
917,2469.599428954738
918,4044.375543584027
919,3393.727667440477
920,1631.998548971572
921,606.820817721882
922,2501.8321773649845
923,4936.921562663674
924,4852.324651233155
925,4916.77259094949
926,4400.147596549268
927,4978.331139750767
928,4994.6960507018075
929,4995.242657679754
930,4743.714189503453
931,4286.909353791279
932,4995.958903019296
933,4424.940279204831
934,4998.860533073632
935,4075.810093069518
936,4340.635882779796
937,4998.986259594212
938,4999.82794489914
939,4837.75393880188
940,4577.741891953287
941,4999.246135569545
942,4988.525088225417
943,4916.709420348176
944,4253.39208091316
945,3783.388765469367
946,3587.9074466705697
947,3151.419681734717
948,2007.0338513923691
949,672.6200048274583
950,217.35535632570634
951,2930.4800446450517
952,4797.407322653969
953,4923.710828911179
954,4956.470061081012
955,4927.842413115534
956,4960.596514420143
957,4994.457512036881
958,4943.49540501665
959,4964.657585460612
960,4995.544588822353
961,4989.530075624098
962,4983.182889567719
963,4990.874788656343
964,4930.765632773231
965,4999.0605297913435
966,4762.397737401327
967,4436.264904530362
968,4233.770288625265
969,3704.253362366174
970,3919.774323409601
971,4835.482230576215
972,4787.0945794842755
973,4999.8560209105335
974,4980.399696165012
975,4991.059450647449
976,4975.094376286477
977,4983.558685469065
978,4961.3700874369
979,4996.172491635711
980,4985.835633430778
981,4992.947165675419
982,4825.742581962843
983,4340.4018602173555
984,4527.8014933770655
985,4442.766280591299
986,4774.241891965219
987,4929.694754596929
988,4883.1197623416065
989,4956.576669920325
990,4965.861896366972
991,3660.7150890199855
992,680.8142215002249
993,1788.864644828128
994,380.6038741549322
995,1264.259210917979
996,2797.322880406937
997,4999.986474053962
998,4894.792690936096
999,4999.280819378513
1000,4896.107330165981
1001,4840.675693569069
1002,4705.700834650204
1003,3590.6523615415445
1004,3574.094449280086
1005,1413.3532821699766
1006,3757.3949547130383
1007,777.2809174212754
1008,2494.5676493362125
1009,2145.8286015288654
1010,2182.298887763739
1011,2655.7967369298153
1012,4048.8261258724333
1013,3917.627500667115
1014,4881.717324875341
1015,4805.274063418443
1016,4981.519200892608
1017,4962.349383411992
1018,4993.921428933854
1019,4740.527176353856
1020,4959.481744788065
1021,4999.356749143018
1022,3977.951436292347
1023,3886.7588050878257
1024,3999.4489851889707
1025,4010.63205181017
1026,3913.210482239141
1027,3809.0820707139046
1028,3444.9790344370876
1029,2212.0470991968527
1030,1291.2640244867778
1031,3706.4025227161796
1032,680.272658931195
1033,4157.361862445707
1034,4726.498127388571
1035,4980.747444925886
1036,4596.860559888886
1037,4995.789866806789
1038,4951.483581585004
1039,4994.910207057458
1040,4984.264485824013
1041,4996.483887278289
1042,4472.247870698824
1043,4971.989617327194
1044,4224.143406004533
1045,4870.302527427906
1046,4950.570599472449
1047,4992.675977414037
1048,4868.703759710279
1049,4967.48387983297
1050,4998.973370893596
1051,4996.309764524519
1052,4185.642881377936
1053,4980.870874587216
1054,4716.369034112528
1055,4781.501914248249
1056,4161.067026908312
1057,2968.4700361085056
1058,1226.173730398663
1059,812.7708110275322
1060,2160.317602879962
1061,1704.2139366618653
1062,1325.2209176287115
1063,1847.760524328163
1064,1365.679552137618
1065,2368.1761099402397
1066,1629.3275885793696
1067,2632.9717984596696
1068,4221.535528111652
1069,4792.548483194431
1070,3896.27737923954
1071,2963.1053798955
1072,2503.7512447147255
1073,3013.731155434834
1074,2163.1634987297953
1075,657.3884230252206
1076,1323.344644844018
1077,2540.619339602638
1078,4261.507707701937
1079,4489.846421425797
1080,4850.188720568842
1081,4591.834529803473
1082,3351.4594960377717
1083,967.9430855786136
1084,622.2741629078698
1085,561.8412752319949
1086,589.9489020471968
1087,486.56329043485675
1088,1039.2600276757973
1089,3081.9733525320266
1090,4977.243432715092
1091,4515.613436638382
1092,4996.780673066028
1093,4999.122622155672
1094,4984.296541754697
1095,4998.763802690188
1096,4731.211275499689
1097,4945.727918992639
1098,4959.59819128016
1099,4947.118523786055
1100,4883.825634531923
1101,4999.36735142197
1102,4503.26619322464
1103,4375.945748410827
1104,3527.4556840956293
1105,2313.1915971626645
1106,1878.0991499380627
1107,126.01417440345662
1108,1052.6696219016044
1109,249.43884128271984
1110,1935.7686470400995
1111,4989.71123229974
1112,4644.010427127012
1113,4798.656843160186
1114,4992.859180783391
1115,4771.443007707876
1116,3832.173565555875
1117,4232.4137207790955
1118,4999.035935680198
1119,4994.012581844426
1120,4991.437452428062
1121,4991.093039556559
1122,3766.16630488451
1123,3388.693437211845
1124,2654.5730397153256
1125,734.9489317245134
1126,1682.911385477198
1127,3354.608680347037
1128,4896.96804901695
1129,4929.847750593439
1130,4149.818832040895
1131,1056.4647432539282
1132,2512.204590482919
1133,4832.545430619392
1134,4452.0771230785695
1135,4465.129056240334
1136,4625.074137119137
1137,4638.490760841139
1138,4825.003201925123
1139,4047.2174798439614
1140,3629.637493443232
1141,3157.033776452775
1142,1177.966401253989
1143,4843.916390135039
1144,4441.466301908838
1145,1992.2355635593321
1146,203.05369211276752
1147,4615.560322587256
1148,298.6230870937763
1149,4443.009988860979
1150,261.4774043045155
1151,4429.795377903409
1152,1510.6032324827145
1153,2815.3675024640984
1154,821.8616165010654
1155,102.36498614706713
1156,322.13615559167664
1157,1020.8970410259564
1158,520.50724973574
1159,1454.6634769270884
1160,1539.5975990538475
1161,2454.6959733736107
1162,4398.837592946226
1163,4625.927214832094
1164,4883.765800266247
1165,4962.073850185977
1166,4639.017874713128
1167,4827.739930827321
1168,4644.943043043289
1169,4997.321889166703
1170,4880.604506796334
1171,3664.5904760330286
1172,1181.898333230155
1173,319.0678813548723
1174,2477.243734903374
1175,4793.727623685731
1176,4895.152665170702
1177,4791.106261542305
1178,4406.596563388248
1179,3500.5332223286314
1180,1884.5717077631314
1181,3106.34846914344
1182,2167.348824709583
1183,3791.0955407621814
1184,4997.544596138014
1185,4869.481878805163
1186,4915.88423187119
1187,4997.737143621728
1188,4663.115640436984
1189,4115.503321744204
1190,1799.1476465375772
1191,2536.488665945381
1192,308.4881770139353
1193,2998.883504965432
1194,4508.208223543062
1195,4693.544534094474
1196,4989.572594404041
1197,4957.394991682875
1198,4392.873045784866
1199,2819.09583822088
1200,2591.8082396896475
1201,2203.197524011683
1202,1697.1283609386405
1203,1500.4173289297512
1204,435.8151716342336
1205,1828.4805491218099
1206,470.4205161694007
1207,1789.3486419685107
1208,4049.242729755771
1209,4902.813114379999
1210,4937.974335199375
1211,4997.514529423349
1212,4947.391461320351
1213,4704.892649833376
1214,4973.08845815398
1215,4973.332257638989
1216,4959.240483406477
1217,4939.070854910743
1218,4999.475389787993
1219,4976.27948599495
1220,4354.641495326588
1221,4003.027485103832
1222,3905.365007102616
1223,2770.554348629306
1224,4068.5492141854124
1225,4788.013966640423
1226,4818.739624058764
1227,3605.3895823052126
1228,421.08150080006953
1229,3339.4039775394135
1230,4844.719911168561
1231,4346.813014594071
1232,4924.996941430745
1233,4994.158994501542
1234,4290.5255836827755
1235,3950.6525246798096
1236,2579.701097206309
1237,172.5899943802985
1238,629.740100003182
1239,71.53494246085732
1240,350.07790770033967
1241,1955.6570401830036
1242,1036.345789766344
1243,3535.6285118094747
1244,4948.301742167091
1245,3264.074101017661
1246,561.6196422717791
1247,3067.121486220755
1248,4793.905240375372
1249,4949.790204328653
1250,3696.161781289845
1251,2445.1886026488364
1252,3885.4963998030694
1253,1644.4130145421461
1254,4692.051084706565
1255,4461.170130621423
1256,4909.904859771999
1257,4408.607910423064
1258,4999.537979177805
1259,4838.698620438059
1260,4308.172079414048
1261,2989.491624319662
1262,4447.743500355874
1263,4938.844365352278
1264,4813.512782419209
1265,4990.527071783995
1266,4927.256268280775
1267,4997.076017968157
1268,4915.398446198715
1269,3601.2545209469945
1270,4557.2712044561695
1271,4223.517632745561
1272,4949.139405518153
1273,4119.279345052078
1274,3868.311810071334
1275,3648.2484574463747
1276,4116.480460784509
1277,3719.500038164443
1278,4207.47713277189
1279,4983.732502146866
1280,4992.290507306061
1281,4994.660926847694
1282,4999.884809352324
1283,4892.3588277066665
1284,3456.8167912968456
1285,2523.795567330989
1286,2991.404193669233
1287,4999.993774797058
1288,4861.825490687777
1289,4361.41024597045
1290,2751.8102929524616
1291,1896.7441360528114
1292,2762.4652309842822
1293,4331.238774969296
1294,4708.405273303561
1295,3839.6745984502563
1296,2662.404403783607
1297,2284.899207954843
1298,1241.6119606261482
1299,1382.4866123204447
1300,1668.6560548077769
1301,2336.1306190871273
1302,4617.078358154929
1303,4846.886492433489
1304,4986.51711502244
1305,4972.951460987094
1306,4728.264441281057
1307,4928.414902039578
1308,4857.303690753833
1309,4998.373457708297
1310,4985.8312032329
1311,4943.57293712781
1312,4977.796067470117
1313,4657.6678237865635
1314,4118.913034425134
1315,3812.1917829669637
1316,3116.266801498489
1317,924.4352245754995
1318,842.6207328864599
1319,2593.4989276385736
1320,4090.105960359656
1321,4960.9643645455235
1322,4980.113555197702
1323,4905.894499063433
1324,4838.596443980178
1325,4142.94960659826
1326,4510.888320333672
1327,4998.920414528386
1328,4984.480408287762
1329,4995.461057740461
1330,4846.568519508648
1331,4957.549114932324
1332,4973.5137822880015
