,cash_balance,btc_balance,gold_balance,price_btc,price_gold,value,sell_btc,sell_gold,sell_btc_ratio,sell_gold_ratio,buy_no_ratio,buy_btc_ratio,buy_gold_ratio,buy_btc,buy_gold,cash_remain
31,1000.0,0.0,0.0,635.010009765625,1256.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
32,1000.0,0.0,0.0,635.9600219726562,1261.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
33,1000.0,0.0,0.0,634.02001953125,1251.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
34,1000.0,0.0,0.0,637.9400024414062,1251.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
35,1000.0,0.0,0.0,641.4199829101562,1251.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
36,1000.0,0.0,0.0,638.969970703125,1254.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
37,1000.0,0.0,0.0,636.2899780273438,1258.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
38,1000.0,0.0,0.0,629.25,1269.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
39,1000.0,0.0,0.0,627.719970703125,1271.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
40,1000.0,0.0,0.0,631.9199829101562,1266.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
41,1000.0,0.0,0.0,655.47998046875,1266.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
42,1000.0,0.0,0.0,653.25,1266.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
43,1000.0,0.0,0.0,651.3900146484375,1265.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
44,1000.0,0.0,0.0,655.3099975585938,1269.4000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
45,1000.0,0.0,0.0,651.4500122070312,1270.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
46,1000.0,0.0,0.0,682.219970703125,1266.25,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
47,1000.0,0.0,0.0,687.6799926757812,1273.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
48,1000.0,0.0,0.0,685.9099731445312,1273.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
49,1000.0,0.0,0.0,698.0,1273.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
50,1000.0,0.0,0.0,702.0,1272.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
51,1000.0,0.0,0.0,697.010009765625,1288.449951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
52,1000.0,0.0,0.0,733.3300170898438,1303.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
53,1000.0,0.0,0.0,686.1699829101562,1301.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
54,1000.0,0.0,0.0,683.6900024414062,1302.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
55,1000.0,0.0,0.0,704.7899780273438,1302.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
56,1000.0,0.0,0.0,712.0,1302.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
57,1000.0,0.0,0.0,709.9600219726562,1283.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
58,1000.0,0.0,0.0,708.969970703125,1282.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
59,1000.0,0.0,0.0,720.9299926757812,1281.4000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
60,1000.0,0.0,0.0,721.5,1267.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
61,1000.0,0.0,0.0,715.4500122070312,1236.449951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
62,1000.0,0.0,0.0,703.7100219726562,1236.449951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
63,1000.0,0.0,0.0,702.280029296875,1236.449951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
64,1000.0,0.0,0.0,706.4600219726562,1213.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
65,1000.0,0.0,0.0,710.9099731445312,1226.949951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
66,1000.0,0.0,0.0,711.72998046875,1229.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
67,1000.0,0.0,0.0,736.9600219726562,1226.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
68,1000.0,0.0,0.0,747.52001953125,1211.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
69,1000.0,0.0,0.0,748.97998046875,1211.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
70,1000.0,0.0,0.0,729.0599975585938,1211.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
71,1000.0,0.0,0.0,738.530029296875,1214.25,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
72,1000.0,0.0,0.0,736.969970703125,1212.25,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
73,1000.0,0.0,0.0,741.6300048828125,1185.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
74,1000.0,0.0,0.0,737.4500122070312,1186.0999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
75,1000.0,0.0,0.0,735.6400146484375,1187.699951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
76,1000.0,0.0,0.0,733.6699829101562,1187.699951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
77,1000.0,0.0,0.0,727.9600219726562,1187.699951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
78,1000.0,0.0,0.0,727.3099975585938,1187.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
79,1000.0,0.0,0.0,732.7100219726562,1186.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
80,1000.0,0.0,0.0,742.6900024414062,1178.0999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
81,1000.0,0.0,0.0,742.0499877929688,1161.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
82,1000.0,0.0,0.0,772.4299926757812,1173.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
83,1000.0,0.0,0.0,764.3300170898438,1173.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
84,1000.0,0.0,0.0,762.969970703125,1173.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
85,1000.0,0.0,0.0,754.6300048828125,1162.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
86,1000.0,0.0,0.0,756.6199951171875,1172.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
87,1000.0,0.0,0.0,758.989990234375,1177.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
88,1000.0,0.0,0.0,769.719970703125,1171.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
89,1000.0,0.0,0.0,770.02001953125,1163.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
90,1000.0,0.0,0.0,769.0800170898438,1163.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
91,1000.0,0.0,0.0,777.0,1163.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
92,1000.0,0.0,0.0,777.0,1156.0999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
93,1000.0,0.0,0.0,777.989990234375,1158.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
94,1000.0,0.0,0.0,774.8900146484375,1162.25,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
95,1000.0,0.0,0.0,776.75,1126.949951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
96,1000.0,0.0,0.0,775.8800048828125,1131.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
97,1000.0,0.0,0.0,788.7000122070312,1131.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
98,1000.0,0.0,0.0,788.4000244140625,1131.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
99,1000.0,0.0,0.0,788.6699829101562,1136.25,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
100,1000.0,0.0,0.0,793.0900268554688,1125.699951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
101,1000.0,0.0,0.0,824.2100219726562,1133.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
102,1000.0,0.0,0.0,834.969970703125,1131.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
103,1000.0,0.0,0.0,901.3099975585938,1131.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
104,1000.0,0.0,0.0,891.6099853515625,1131.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
105,1000.0,0.0,0.0,892.5999755859375,1131.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
106,1000.0,0.0,0.0,897.3300170898438,1131.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
107,1000.0,0.0,0.0,930.3699951171875,1131.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
108,1000.0,0.0,0.0,930.3400268554688,1134.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
109,1000.0,0.0,0.0,963.3800048828125,1145.9000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
110,1000.0,0.0,0.0,952.1500244140625,1145.9000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
111,1000.0,0.0,0.0,958.1199951171875,1145.9000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
112,1000.0,0.0,0.0,997.719970703125,1145.9000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
113,1000.0,0.0,0.0,1015.969970703125,1145.9000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
114,1000.0,0.0,0.0,1013.4199829101562,1151.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
115,1000.0,0.0,0.0,1126.760009765625,1164.25,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
116,1000.0,0.0,0.0,994.6699829101562,1176.699951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
117,1000.0,0.0,0.0,999.6500244140625,1175.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
118,1000.0,0.0,0.0,896.8300170898438,1175.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
119,1000.0,0.0,0.0,908.1400146484375,1175.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
120,1000.0,0.0,0.0,910.489990234375,1178.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
121,1000.0,0.0,0.0,906.0499877929688,1189.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
122,1000.0,0.0,0.0,785.219970703125,1178.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
123,1000.0,0.0,0.0,780.9199829101562,1205.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
124,1000.0,0.0,0.0,826.2899780273438,1190.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
125,1000.0,0.0,0.0,817.9099731445312,1190.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
126,1000.0,0.0,0.0,819.5499877929688,1190.3499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
127,1000.0,0.0,0.0,830.5,1203.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
128,1000.0,0.0,0.0,903.8400268554688,1216.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
129,1000.0,0.0,0.0,906.5999755859375,1214.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
130,1000.0,0.0,0.0,895.7988891601562,1196.050048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
131,1000.0,0.0,0.0,893.62109375,1200.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
132,1000.0,0.0,0.0,895.6400146484375,1200.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
133,1000.0,0.0,0.0,918.6036376953125,1200.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
134,1000.0,0.0,0.0,922.0736083984375,1212.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
135,1000.0,0.0,0.0,919.969970703125,1216.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
136,1000.0,0.0,0.0,893.045654296875,1195.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
137,1000.0,0.0,0.0,915.9562377929688,1189.699951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
138,1000.0,0.0,0.0,915.0499877929688,1184.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
139,1000.0,0.0,0.0,920.312255859375,1184.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
140,1000.0,0.0,0.0,915.9329833984375,1184.8499755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
141,1000.0,0.0,0.0,912.1900024414062,1192.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
142,1000.0,0.0,0.0,964.7060546875,1212.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
143,1000.0,0.0,0.0,979.703857421875,1203.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
144,1000.0,0.0,0.0,983.4199829101562,1221.949951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
145,1000.0,0.0,0.0,1013.0269775390625,1215.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
146,1000.0,0.0,0.0,1030.9993896484375,1215.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
147,1000.0,0.0,0.0,1034.0699462890625,1215.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
148,1000.0,0.0,0.0,1024.0137939453125,1226.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
149,1000.0,0.0,0.0,1050.1099853515625,1231.0,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
150,1000.0,0.0,0.0,1052.8399658203125,1242.0999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
151,1000.0,0.0,0.0,976.10302734375,1236.800048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
152,1000.0,0.0,0.0,999.103515625,1228.300048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
153,1000.0,0.0,0.0,997.5900268554688,1228.300048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
154,1000.0,0.0,0.0,1000.6046142578125,1228.300048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
155,1000.0,0.0,0.0,999.8773803710938,1222.25,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
156,1000.0,0.0,0.0,1001.2000122070312,1230.75,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
157,1000.0,0.0,0.0,1012.3259887695312,1224.4000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
158,1000.0,0.0,0.0,1035.2081298828125,1240.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
159,1000.0,0.0,0.0,1035.199951171875,1241.949951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
160,1000.0,0.0,0.0,1056.6370849609375,1241.949951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
161,1000.0,0.0,0.0,1052.779296875,1241.949951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
162,1000.0,0.0,0.0,1050.8699951171875,1237.300048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
163,1000.0,0.0,0.0,1123.7884521484375,1233.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
164,1000.0,0.0,0.0,1123.22314453125,1236.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
165,1000.0,0.0,0.0,1130.010009765625,1247.9000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
166,1000.0,0.0,0.0,1174.8662109375,1253.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
167,1000.0,0.0,0.0,1150.605712890625,1253.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
168,1000.0,0.0,0.0,1150.3699951171875,1253.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
169,1000.0,0.0,0.0,1190.751953125,1257.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
170,1000.0,0.0,0.0,1187.5653076171875,1255.5999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
171,1000.0,0.0,0.0,1190.8900146484375,1240.4000244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
172,1000.0,0.0,0.0,1259.4107666015625,1238.0999755859375,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
173,1000.0,0.0,0.0,1285.1400146484375,1226.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
174,1000.0,0.0,0.0,1287.0,1226.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
175,1000.0,0.0,0.0,1270.933349609375,1226.5,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
176,1000.0,0.0,0.0,1275.1973876953125,1230.949951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
177,1000.0,0.0,0.0,1279.5,1216.6500244140625,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
178,1000.0,0.0,0.0,1157.393310546875,1209.199951171875,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
179,1000.0,0.0,0.0,1192.4691162109375,1206.550048828125,1000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
